Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2006,3,29,3,1845,1845,1925,1925,"OH",5628,"N959CA",40,40,18,0,0,"CVG","LEX",70,5,17,0,,0,0,0,0,0,0
2006,3,1,3,947,955,946,955,"OO",6829,"N905SW",59,60,41,-9,-8,"LAN","ORD",179,8,10,0,,0,0,0,0,0,0
2006,3,2,4,1810,1439,1935,1615,"OO",5866,"N935SW",85,96,71,200,211,"FSD","ORD",462,7,7,0,,0,0,0,0,0,200
2006,3,2,4,1043,1050,1139,1150,"OO",6016,"N297SW",56,60,43,-11,-7,"LAS","PSP",173,3,10,0,,0,0,0,0,0,0
2006,3,3,5,2116,2055,2241,2220,"OO",3725,"N215SW",85,85,59,21,21,"SLC","CPR",320,5,21,0,,0,21,0,0,0,0
2006,3,3,5,1721,1725,1801,1804,"OO",6470,"N961SW",40,39,19,-3,-4,"SFO","SMF",86,2,19,0,,0,0,0,0,0,0
2006,3,4,6,709,715,750,800,"OO",6060,"N564SW",41,45,29,-10,-6,"LAX","SAN",109,3,9,0,,0,0,0,0,0,0
2006,3,4,6,1714,1701,1800,1735,"OO",6236,"N235SW",46,34,30,25,13,"MRY","SFO",77,4,12,0,,0,25,0,0,0,0
2006,3,5,7,1507,1508,1548,1547,"OO",3862,"N910EV",101,99,83,1,-1,"SLC","RDM",526,6,12,0,,0,0,0,0,0,0
2006,3,5,7,2045,2047,2129,2130,"OO",6172,"N217SW",44,43,28,-1,-2,"SAN","LAX",109,7,9,0,,0,0,0,0,0,0
2006,3,5,7,1252,1243,1451,1405,"OO",6935,"N767SK",179,142,146,46,9,"CHS","ORD",760,26,7,0,,0,46,0,0,0,0
2006,3,6,1,1935,1945,2134,2144,"OO",3902,"N951SW",119,119,93,-10,-10,"SLC","ELP",693,5,21,0,,0,0,0,0,0,0
2006,3,6,1,,2045,,2146,"OO",6024,"0",,61,,,,"SJC","SBA",234,0,0,1,"A",0,0,0,0,0,0
2006,3,6,1,1619,1600,1659,1643,"OO",6071,"N569SW",40,43,28,16,19,"SAN","LAX",109,3,9,0,,0,16,0,0,0,0
2006,3,7,2,1111,1111,1225,1233,"OO",3749,"N865AS",74,82,58,-8,0,"SLC","HLN",402,4,12,0,,0,0,0,0,0,0
2006,3,7,2,1105,1111,1208,1200,"OO",6444,"N948SW",123,109,101,8,-6,"SLC","SFO",599,10,12,0,,0,0,0,0,0,0
2006,3,7,2,704,705,1142,1156,"OO",6534,"N765SK",158,171,140,-14,-1,"LAX","SAT",1210,3,15,0,,0,0,0,0,0,0
2006,3,7,2,555,600,549,600,"OO",6835,"N960SW",54,60,33,-11,-5,"LAN","ORD",179,8,13,0,,0,0,0,0,0,0
2006,3,8,3,820,824,832,843,"OO",3973,"N440SW",72,79,57,-11,-4,"SLC","LAS",368,4,11,0,,0,0,0,0,0,0
2006,3,8,3,942,948,1053,1108,"OO",6062,"N250YV",71,80,57,-15,-6,"MRY","LAX",267,7,7,0,,0,0,0,0,0,0
2006,3,10,5,543,550,618,615,"OO",6025,"N234SW",35,25,13,3,-7,"CEC","ACV",56,4,18,0,,0,0,0,0,0,0
2006,3,10,5,553,600,548,600,"OO",6835,"N443SW",55,60,40,-12,-7,"LAN","ORD",179,5,10,0,,0,0,0,0,0,0
2006,3,13,1,,1325,,1611,"OO",6834,"0",,106,,,,"ORD","ROA",531,0,0,1,"C",0,0,0,0,0,0
2006,3,14,2,1739,1745,1823,1830,"OO",6099,"N233SW",44,45,27,-7,-6,"SBA","LAX",89,8,9,0,,0,0,0,0,0,0
2006,3,15,3,1338,1305,1455,1425,"OO",3862,"N403SW",77,80,61,30,33,"HLN","SLC",402,9,7,0,,0,0,0,0,0,30
2006,3,17,5,638,638,711,711,"OO",6098,"N299SW",33,33,24,0,0,"LAX","ONT",47,3,6,0,,0,0,0,0,0,0
2006,3,17,5,1730,1735,1905,1908,"OO",6709,"N956SW",155,153,138,-3,-5,"DEN","MRY",960,4,13,0,,0,0,0,0,0,0
2006,3,19,7,759,800,858,905,"OO",3976,"N410SW",59,65,46,-7,-1,"BOI","SLC",291,6,7,0,,0,0,0,0,0,0
2006,3,19,7,1357,1357,1440,1449,"OO",6212,"N393SW",43,52,27,-9,0,"SMF","SFO",86,4,12,0,,0,0,0,0,0,0
2006,3,20,1,1837,1835,2010,2010,"OO",3724,"N585SW",93,95,82,0,2,"CPR","SLC",320,4,7,0,,0,0,0,0,0,0
2006,3,20,1,1127,1027,1314,1155,"OO",6404,"N918SW",107,88,78,79,60,"EUG","SFO",451,4,25,0,,0,0,0,79,0,0
2006,3,20,1,650,650,751,750,"OO",6711,"N953SW",121,120,101,1,0,"SGF","DEN",637,7,13,0,,0,0,0,0,0,0
2006,3,20,1,1712,1655,1854,1830,"OO",6947,"N945SW",102,95,75,24,17,"ORD","LNK",466,10,17,0,,0,24,0,0,0,0
2006,3,22,3,1458,1502,1537,1537,"OO",3783,"N418SW",99,95,84,0,-4,"SLC","MFR",575,4,11,0,,0,0,0,0,0,0
2006,3,22,3,1145,1130,1313,1235,"OO",6452,"N943SW",88,65,38,38,15,"CID","ORD",196,12,38,0,,0,0,0,38,0,0
2006,3,23,4,703,705,755,750,"OO",5854,"N765SK",52,45,21,5,-2,"ORD","MKE",67,17,14,0,,0,0,0,0,0,0
2006,3,23,4,927,918,1015,952,"OO",6142,"N581SW",48,34,18,23,9,"SNA","LAX",36,10,20,0,,0,23,0,0,0,0
2006,3,23,4,1620,1621,1725,1727,"OO",6982,"N912SW",65,66,45,-2,-1,"CWA","ORD",213,13,7,0,,0,0,0,0,0,0
2006,3,24,5,1610,1540,1644,1618,"OO",6236,"N288SW",34,38,22,26,30,"SFO","MRY",77,2,10,0,,0,26,0,0,0,0
2006,3,24,5,2058,1900,5,2220,"OO",6422,"N727SK",127,140,106,105,118,"SFO","ABQ",896,5,16,0,,0,105,0,0,0,0
2006,3,25,6,1124,1110,1438,1414,"OO",5838,"N744SK",134,124,98,24,14,"ORD","ORF",717,3,33,0,,0,24,0,0,0,0
2006,3,25,6,1143,1158,1222,1237,"OO",6131,"N250YV",39,39,23,-15,-15,"LAX","SBA",89,4,12,0,,0,0,0,0,0,0
2006,3,25,6,744,654,953,917,"OO",6508,"N916SW",69,83,54,36,50,"LAX","PHX",370,3,12,0,,0,36,0,0,0,0
2006,3,26,7,1416,1314,1714,1623,"OO",3816,"N433SW",118,129,102,51,62,"SLC","OMA",839,3,13,0,,0,51,0,0,0,0
2006,3,27,1,2211,2031,2304,2116,"OO",6038,"N250YV",53,45,29,108,100,"BFL","LAX",109,16,8,0,,0,108,0,0,0,0
2006,3,29,3,1302,1302,1410,1418,"OO",4034,"N863AS",68,76,58,-8,0,"SLC","BZN",347,3,7,0,,0,0,0,0,0,0
2006,3,29,3,1830,1835,2058,2108,"OO",6636,"N979SW",88,93,67,-10,-5,"DEN","BIS",517,4,17,0,,0,0,0,0,0,0
2006,3,30,4,1349,1353,1500,1508,"OO",6606,"N916SW",131,135,109,-8,-4,"MLI","DEN",751,9,13,0,,0,0,0,0,0,0
2006,3,30,4,1504,1417,1828,1745,"OO",6733,"N958SW",144,148,124,43,47,"EUG","DEN",997,7,13,0,,0,0,0,0,0,43
2006,3,31,5,1013,1016,1337,1328,"OO",3891,"N416SW",144,132,115,9,-3,"SLC","MCI",919,4,25,0,,0,0,0,0,0,0
2006,3,31,5,609,612,726,745,"OO",6946,"N963SW",77,93,60,-19,-3,"SGF","ORD",438,9,8,0,,0,0,0,0,0,0
2006,3,22,3,845,850,1206,1128,"XE",2228,"N27190",261,218,199,38,-5,"EWR","TUL",1215,4,58,0,,0,0,0,38,0,0
2006,3,17,5,750,740,919,859,"XE",3266,"N14939",89,79,60,20,10,"IAH","MOB",427,7,22,0,,0,10,0,10,0,0
2006,3,14,2,1152,1140,1319,1305,"XE",2704,"N15948",87,85,67,14,12,"IAH","MAF",429,2,18,0,,0,0,0,0,0,0
2006,3,15,3,1522,1530,1657,1707,"XE",3168,"N12967",95,97,77,-10,-8,"CLE","BDL",475,6,12,0,,0,0,0,0,0,0
2006,3,28,2,2143,1945,2333,2150,"XE",2150,"N21197",170,185,150,103,118,"IAH","PHX",1009,5,15,0,,0,0,8,0,0,95
2006,3,12,7,1847,1830,2028,2025,"XE",3281,"N36915",161,175,143,3,17,"CLT","IAH",913,7,11,0,,0,0,0,0,0,0
2006,3,8,3,2043,2040,2151,2150,"XE",2814,"N16502",68,70,50,1,3,"CLE","IND",261,7,11,0,,0,0,0,0,0,0
2006,3,14,2,1252,1255,1500,1457,"XE",2528,"N13958",128,122,93,3,-3,"IAH","STL",668,11,24,0,,0,0,0,0,0,0
2006,3,19,7,1606,1530,1659,1628,"XE",2696,"N14920",53,58,32,31,36,"IAH","LFT",201,7,14,0,,0,0,0,0,12,19
2006,3,31,5,546,550,636,650,"XE",2711,"N29515",50,60,33,-14,-4,"TYR","IAH",163,6,11,0,,0,0,0,0,0,0
2006,3,20,1,1425,1215,1601,1350,"XE",2458,"N14543",96,95,75,131,130,"MOB","IAH",427,8,13,0,,0,5,0,1,0,125
2006,3,11,6,930,925,1048,1050,"XE",2770,"N16112",138,145,110,-2,5,"IAH","COS",809,4,24,0,,0,0,0,0,0,0
2006,3,28,2,719,725,854,854,"XE",2717,"N14950",95,89,70,0,-6,"IAH","PNS",489,6,19,0,,0,0,0,0,0,0
2006,3,19,7,1735,1705,1902,1825,"XE",2267,"N13908",87,80,55,37,30,"EWR","BUF",282,6,26,0,,0,30,0,7,0,0
2006,3,16,4,1114,1115,1415,1425,"XE",2062,"N28529",121,130,100,-10,-1,"IAH","GSP",838,5,16,0,,0,0,0,0,0,0
2006,3,26,7,1936,1925,2051,2042,"XE",2185,"N19966",135,137,112,9,11,"IAH","ABQ",744,7,16,0,,0,0,0,0,0,0
2006,3,8,3,1454,1455,1627,1629,"XE",2323,"N11192",93,94,70,-2,-1,"ORF","EWR",284,5,18,0,,0,0,0,0,0,0
2006,3,18,6,1447,1450,1632,1628,"XE",2948,"N14925",105,98,86,4,-3,"RDU","CLE",416,5,14,0,,0,0,0,0,0,0
2006,3,16,4,522,525,645,653,"XE",2127,"N14543",83,88,65,-8,-3,"LIT","IAH",374,4,14,0,,0,0,0,0,0,0
2006,3,18,6,926,930,1145,1145,"XE",2319,"N13970",139,135,106,0,-4,"IAH","OMA",781,2,31,0,,0,0,0,0,0,0
2006,3,15,3,620,630,730,747,"XE",2324,"N15980",70,77,41,-17,-10,"ROC","EWR",246,8,21,0,,0,0,0,0,0,0
2006,3,29,3,1756,1630,2111,1954,"XE",2856,"N11194",135,144,116,77,86,"TUS","IAH",936,7,12,0,,0,0,0,0,0,77
2006,3,20,1,735,740,859,915,"XE",2662,"N15932",84,95,66,-16,-5,"CLE","BDL",475,3,15,0,,0,0,0,0,0,0
2006,3,14,2,1552,1550,1712,1657,"XE",2472,"N17928",80,67,48,15,2,"LFT","IAH",201,8,24,0,,0,0,0,15,0,0
2006,3,29,3,520,525,829,653,"XE",2127,"N13964",189,88,67,96,-5,"LIT","IAH",374,16,106,0,,0,0,0,96,0,0
2006,3,8,3,1119,1125,1227,1235,"XE",2487,"N13908",68,70,46,-8,-6,"CLE","SYR",317,5,17,0,,0,0,0,0,0,0
2006,3,20,1,1421,1425,1631,1605,"XE",3219,"N13936",130,100,78,26,-4,"PHL","CLE",363,9,43,0,,0,0,0,26,0,0
2006,3,12,7,1501,1407,1840,1757,"XE",3163,"N33182",159,170,140,43,54,"MCI","EWR",1092,9,10,0,,0,0,0,43,0,0
2006,3,4,6,1445,1450,1627,1635,"XE",2252,"N21537",102,105,77,-8,-5,"BTV","CLE",489,7,18,0,,0,0,0,0,0,0
2006,3,17,5,1631,1630,1805,1747,"XE",2731,"N13965",94,77,58,18,1,"HRL","IAH",295,11,25,0,,0,0,0,18,0,0
2006,3,22,3,1802,1815,1859,1928,"XE",2746,"N14943",57,73,42,-29,-13,"ROC","CLE",245,4,11,0,,0,0,0,0,0,0
2006,3,2,4,905,915,1011,1034,"XE",2725,"N11526",66,79,48,-23,-10,"IAH","LRD",301,2,16,0,,0,0,0,0,0,0
2006,3,29,3,1040,1015,1236,1224,"XE",2463,"N16919",116,129,103,12,25,"STL","IAH",668,5,8,0,,0,0,0,0,0,0
2006,3,5,7,2126,2125,2223,2208,"XE",2833,"N14960",57,43,17,15,1,"IAH","BPT",79,5,35,0,,0,0,0,15,0,0
2006,3,29,3,1301,1305,1417,1449,"XE",2364,"N12160",136,164,121,-32,-4,"EWR","STL",872,5,10,0,,0,0,0,0,0,0
2006,3,8,3,1749,1750,2100,2105,"XE",2899,"N17185",131,135,96,-5,-1,"MSN","EWR",799,8,27,0,,0,0,0,0,0,0
2006,3,9,4,1015,1025,1137,1143,"XE",3255,"N16927",82,78,56,-6,-10,"BWI","CLE",314,7,19,0,,0,0,0,0,0,0
2006,3,31,5,753,800,911,915,"XE",3011,"N15985",78,75,54,-4,-7,"MSY","IAH",305,9,15,0,,0,0,0,0,0,0
2006,3,1,3,1640,1645,1747,1756,"XE",3248,"N17196",67,71,47,-9,-5,"CLE","DCA",310,5,15,0,,0,0,0,0,0,0
2006,3,22,3,628,630,1007,1009,"XE",2997,"N11191",159,159,121,-2,-2,"MSP","EWR",1008,7,31,0,,0,0,0,0,0,0
2006,3,11,6,1322,1325,1437,1439,"XE",2690,"N36915",75,74,56,-2,-3,"EWR","BUF",282,3,16,0,,0,0,0,0,0,0
2006,3,20,1,933,915,,1050,"XE",2211,"N16976",,155,,,18,"SDF","IAH",788,0,11,0,,1,0,0,0,0,0
2006,3,31,5,1120,1100,1404,1350,"XE",2552,"N13956",164,170,146,14,20,"MKE","IAH",984,7,11,0,,0,0,0,0,0,0
2006,3,14,2,1059,1100,1205,1205,"XE",3223,"N13935",66,65,42,0,-1,"DAL","IAH",217,6,18,0,,0,0,0,0,0,0
2006,3,29,3,744,745,1119,1102,"XE",3049,"N13978",155,137,115,17,-1,"IAH","SDF",788,7,33,0,,0,0,0,17,0,0
2006,3,8,3,1026,1030,1332,1349,"XE",2165,"N17146",126,139,110,-17,-4,"IAH","CAE",878,6,10,0,,0,0,0,0,0,0
2006,3,4,6,1840,1840,1953,1955,"XE",2152,"N13553",73,75,49,-2,0,"IAH","HRL",295,3,21,0,,0,0,0,0,0,0
2006,3,10,5,1033,1025,1332,1329,"XE",3288,"N14959",119,124,99,3,8,"IAH","TYS",772,2,18,0,,0,0,0,0,0,0
2006,3,3,5,1605,1600,1957,1943,"TZ",4596,"N305TZ",172,163,141,14,5,"MDW","RSW",1105,6,25,0,,0,0,0,0,0,0
2006,3,26,7,1443,1445,2126,2138,"UA",62,"N598UA",283,293,270,-12,-2,"LIH","SFO",2447,4,9,0,,0,0,0,0,0,0
2006,3,4,6,2234,2230,616,627,"UA",62,"N547UA",282,297,264,-11,4,"SFO","IAD",2419,8,10,0,,0,0,0,0,0,0
2006,3,8,3,820,820,901,908,"UA",161,"N835UA",101,108,79,-7,0,"BUF","ORD",473,5,17,0,,0,0,0,0,0,0
2006,3,31,5,1908,1915,2215,2214,"UA",241,"N851UA",367,359,347,1,-7,"IAD","SJC",2400,6,14,0,,0,0,0,0,0,0
2006,3,13,1,1953,1835,2256,2151,"UA",256,"N787UA",123,136,105,65,78,"DEN","ORD",888,6,12,0,,0,8,0,0,0,57
2006,3,26,7,1257,1247,1432,1431,"UA",317,"N383UA",95,104,84,1,10,"PDX","SFO",550,5,6,0,,0,0,0,0,0,0
2006,3,1,3,1008,1010,1248,1233,"UA",381,"N584UA",280,263,254,15,-2,"ORD","SMF",1781,6,20,0,,0,0,0,15,0,0
2006,3,4,6,1510,1517,1716,1732,"UA",459,"N853UA",126,135,114,-16,-7,"PDX","LAX",834,6,6,0,,0,0,0,0,0,0
2006,3,25,6,1639,1647,2006,2019,"UA",460,"N844UA",147,152,133,-13,-8,"SEA","DEN",1024,5,9,0,,0,0,0,0,0,0
2006,3,20,1,2306,2315,514,509,"UA",462,"N843UA",248,234,229,5,-9,"SMF","ORD",1781,6,13,0,,0,0,0,0,0,0
2006,3,29,3,2033,2010,2203,2153,"UA",505,"N528UA",150,163,136,10,23,"DEN","SEA",1024,3,11,0,,0,0,0,0,0,0
2006,3,30,4,1725,1726,1841,1848,"UA",511,"N403UA",136,142,122,-7,-1,"DEN","SNA",846,4,10,0,,0,0,0,0,0,0
2006,3,19,7,2321,2225,55,4,"UA",522,"N852UA",94,99,75,51,56,"SFO","PDX",550,4,15,0,,0,0,0,0,0,51
2006,3,30,4,1547,1550,1719,1742,"UA",541,"N346UA",152,172,137,-23,-3,"BOS","ORD",867,5,10,0,,0,0,0,0,0,0
2006,3,20,1,1156,1200,1442,1449,"UA",612,"N398UA",106,109,81,-7,-4,"ORD","DCA",612,3,22,0,,0,0,0,0,0,0
2006,3,31,5,1259,1300,1609,1542,"UA",614,"N513UA",130,102,81,27,-1,"ORD","DCA",612,21,28,0,,0,0,0,27,0,0
2006,3,8,3,,1700,,1947,"UA",622,"000000",,107,,,,"ORD","DCA",612,0,0,1,"A",0,0,0,0,0,0
2006,3,23,4,740,735,1041,1042,"UA",650,"N347UA",121,127,106,-1,5,"ORD","PVD",849,2,13,0,,0,0,0,0,0,0
2006,3,28,2,703,705,902,857,"UA",657,"N816UA",239,232,221,5,-2,"AUS","SFO",1504,9,9,0,,0,0,0,0,0,0
2006,3,5,7,554,600,743,740,"UA",733,"N503UA",109,100,93,3,-6,"PDX","SFO",550,5,11,0,,0,0,0,0,0,0
2006,3,23,4,1603,1600,2138,2136,"UA",748,"N424UA",215,216,202,2,3,"DEN","LGA",1619,3,10,0,,0,0,0,0,0,0
2006,3,11,6,1306,1308,1703,1714,"UA",758,"N310UA",177,186,151,-11,-2,"SLC","ORD",1249,12,14,0,,0,0,0,0,0,0
2006,3,12,7,1729,1710,2039,2004,"UA",951,"N651UA",370,354,336,35,19,"IAD","SFO",2419,11,23,0,,0,19,0,16,0,0
2006,3,2,4,1025,1021,1140,1145,"UA",979,"N577UA",75,84,56,-5,4,"SFO","LAX",337,8,11,0,,0,0,0,0,0,0
2006,3,27,1,1742,1710,1906,1826,"UA",1138,"N304UA",84,76,65,40,32,"LAX","SFO",337,7,12,0,,0,0,0,9,0,31
2006,3,1,3,1845,1852,1937,1934,"UA",1143,"N303UA",112,102,93,3,-7,"MCI","DEN",533,10,9,0,,0,0,0,0,0,0
2006,3,22,3,725,728,833,830,"UA",1155,"N820UA",68,62,49,3,-3,"RNO","SFO",192,4,15,0,,0,0,0,0,0,0
2006,3,11,6,1042,1045,1339,1341,"UA",1160,"N925UA",117,116,86,-2,-3,"ORD","PHL",678,5,26,0,,0,0,0,0,0,0
2006,3,16,4,1541,1544,1610,1617,"UA",1173,"N820UA",29,33,18,-7,-3,"DEN","COS",72,4,7,0,,0,0,0,0,0,0
2006,3,22,3,830,833,929,943,"UA",1177,"N912UA",119,130,92,-14,-3,"SLC","SFO",599,6,21,0,,0,0,0,0,0,0
2006,3,5,7,1436,1435,,1610,"UA",1199,"N910UA",,95,,,1,"BDL","IAD",326,0,33,0,,1,0,0,0,0,0
2006,3,8,3,1825,1805,2217,2151,"UA",1206,"N526UA",172,166,141,26,20,"ORD","RSW",1120,5,26,0,,0,13,0,6,0,7
2006,3,30,4,801,640,1059,939,"UA",1212,"N418UA",118,119,95,80,81,"ORD","PHL",678,5,18,0,,0,15,0,0,0,65
2006,3,31,5,856,905,1533,1532,"UA",1254,"N402UA",277,267,251,1,-9,"ORD","SJU",2072,8,18,0,,0,0,0,0,0,0
2006,3,14,2,1400,1403,1723,1728,"UA",1259,"N401UA",323,325,291,-5,-3,"SJU","ORD",2072,6,26,0,,0,0,0,0,0,0
2006,3,13,1,1653,1640,1915,1917,"UA",1447,"N440UA",142,157,127,-2,13,"IAD","FLL",901,4,11,0,,0,0,0,0,0,0
2006,3,1,3,903,856,1152,1148,"UA",1477,"N476UA",229,232,212,4,7,"ORD","PHX",1440,4,13,0,,0,0,0,0,0,0
2006,3,6,1,1200,1204,1443,1455,"UA",1484,"N442UA",103,111,81,-12,-4,"LAS","DEN",629,7,15,0,,0,0,0,0,0,0
2006,3,27,1,1052,1054,1204,1159,"UA",1485,"N406UA",72,65,43,5,-2,"LAS","LAX",236,11,18,0,,0,0,0,0,0,0
2006,3,13,1,1839,1555,2032,1729,"UA",1489,"N486UA",113,94,79,183,164,"LAS","SFO",414,8,26,0,,0,0,0,24,0,159
2006,3,26,7,1640,1514,1841,1725,"UA",1542,"N473UA",121,131,104,76,86,"MCO","IAD",758,4,13,0,,0,0,0,0,0,76
2006,3,2,4,1134,1140,1435,1425,"US",388,"N438US",181,165,150,10,-6,"MIA","PHL",1013,11,20,0,,0,0,0,0,0,0
2006,3,3,5,1759,1805,2005,2021,"US",391,"N435US",126,136,111,-16,-6,"PIT","MCO",834,4,11,0,,0,0,0,0,0,0
2006,3,5,7,1403,1400,1652,1708,"US",21,"N165UW",349,368,328,-16,3,"PHL","LAX",2401,7,14,0,,0,0,0,0,0,0
2006,3,6,1,1348,1345,1631,1623,"US",1238,"N781AU",163,158,147,8,3,"PBI","PHL",951,4,12,0,,0,0,0,0,0,0
2006,3,6,1,1142,1145,1527,1523,"US",1642,"N822MD",165,158,145,4,-3,"DFW","DCA",1192,9,11,0,,0,0,0,0,0,0
2006,3,7,2,1653,1655,1855,1842,"US",528,"N605AU",122,107,97,13,-2,"RSW","CLT",600,5,20,0,,0,0,0,0,0,0
2006,3,7,2,1256,1300,1351,1404,"US",2128,"N758UW",55,64,34,-13,-4,"LGA","BOS",185,7,14,0,,0,0,0,0,0,0
2006,3,9,4,726,730,939,950,"US",219,"N118UW",133,140,117,-11,-4,"PIT","TPA",873,5,11,0,,0,0,0,0,0,0
2006,3,9,4,1544,1530,1831,1816,"US",447,"N603AU",167,166,141,15,14,"PHL","FLL",992,3,23,0,,0,5,0,1,0,9
2006,3,10,5,1208,1200,1426,1429,"US",1182,"N776AU",138,149,121,-3,8,"FLL","DCA",899,4,13,0,,0,0,0,0,0,0
2006,3,13,1,1416,1415,1622,1619,"US",232,"N532AU",126,124,95,3,1,"CLT","BOS",728,19,12,0,,0,0,0,0,0,0
2006,3,30,4,626,630,840,839,"DL",1484,"N930DL",74,69,58,1,-4,"MOB","ATL",302,8,8,0,,0,0,0,0,0,0
2006,3,2,4,1050,1100,1109,1109,"EV",4108,"N640AS",79,69,45,0,-10,"ATL","DHN",171,6,28,0,,0,0,0,0,0,0
2006,3,6,1,1207,1207,1325,1322,"EV",4114,"N858AS",78,75,54,3,0,"GNV","ATL",300,9,15,0,,0,0,0,0,0,0
2006,3,24,5,1508,1449,1650,1648,"EV",4125,"N635AS",102,119,88,2,19,"MYR","ATL",317,8,6,0,,0,0,0,0,0,0
2006,3,2,4,1459,1459,1629,1643,"EV",4152,"N722EV",150,164,130,-14,0,"ATL","MSP",906,7,13,0,,0,0,0,0,0,0
2006,3,27,1,1542,1546,1756,1801,"EV",4208,"N917EV",74,75,49,-5,-4,"GPT","ATL",352,12,13,0,,0,0,0,0,0,0
2006,3,3,5,1320,1329,1545,1557,"EV",4243,"N632AS",85,88,68,-12,-9,"PFN","ATL",247,7,10,0,,0,0,0,0,0,0
2006,3,19,7,925,920,1130,1119,"EV",4282,"N978EV",125,119,90,11,5,"ATL","ABE",692,3,32,0,,0,0,0,0,0,0
2006,3,7,2,1027,1027,1043,1039,"EV",4314,"N882AS",76,72,39,4,0,"ATL","TUP",253,7,30,0,,0,0,0,0,0,0
2006,3,16,4,2240,2236,2335,2352,"EV",4350,"N705EV",115,136,97,-17,4,"ATL","HOU",696,5,13,0,,0,0,0,0,0,0
2006,3,10,5,1945,1950,2020,2033,"EV",4378,"N843AS",95,103,76,-13,-5,"ATL","BMI",533,3,16,0,,0,0,0,0,0,0
2006,3,24,5,1910,1910,2305,2305,"EV",4415,"N724EV",175,175,152,0,0,"SLC","MEM",1261,0,23,0,,0,0,0,0,0,0
2006,3,16,4,853,853,1030,1026,"EV",4435,"N930EV",157,153,132,4,0,"ATL","OMA",821,8,17,0,,0,0,0,0,0,0
2006,3,13,1,913,913,1150,1146,"EV",4451,"N748EV",97,93,78,4,0,"STL","ATL",483,7,12,0,,0,0,0,0,0,0
2006,3,25,6,1938,1916,2002,1955,"EV",4487,"N709EV",84,99,66,7,22,"ATL","BTR",449,3,15,0,,0,0,0,0,0,0
2006,3,22,3,1105,1105,1156,1204,"EV",4495,"N753EV",51,59,29,-8,0,"ATL","CAE",191,4,18,0,,0,0,0,0,0,0
2006,3,23,4,624,630,808,832,"EV",4545,"N723EV",104,122,83,-24,-6,"CLE","ATL",554,10,11,0,,0,0,0,0,0,0
2006,3,13,1,1557,1416,1813,1620,"EV",4551,"N724EV",196,184,178,113,101,"LIT","SLC",1156,5,13,0,,0,101,0,12,0,0
2006,3,20,1,1415,1416,1625,1620,"EV",4551,"N722EV",190,184,171,5,-1,"LIT","SLC",1156,4,15,0,,0,0,0,0,0,0
2006,3,26,7,2144,2147,2214,2223,"EV",4578,"N824AS",90,96,65,-9,-3,"ATL","BTR",449,11,14,0,,0,0,0,0,0,0
2006,3,26,7,855,900,933,945,"EV",4760,"N970EV",98,105,82,-12,-5,"MCO","HSV",535,3,13,0,,0,0,0,0,0,0
2006,3,4,6,845,850,1022,1028,"EV",4762,"N717EV",157,158,134,-6,-5,"OKC","SLC",866,11,12,0,,0,0,0,0,0,0
2006,3,8,3,2115,2115,2311,2333,"EV",4853,"N722EV",116,138,102,-22,0,"ATL","ALB",852,2,12,0,,0,0,0,0,0,0
2006,3,4,6,1806,1815,1850,1855,"F9",819,"N906FR",104,100,88,-5,-9,"MCI","DEN",533,7,9,0,,0,0,0,0,0,0
2006,3,10,5,651,700,733,750,"F9",615,"N919FR",162,170,146,-17,-9,"IND","DEN",977,8,8,0,,0,0,0,0,0,0
2006,3,10,5,1906,1805,2024,1925,"F9",551,"N939FR",138,140,125,59,61,"DEN","SAN",853,4,9,0,,0,59,0,0,0,0
2006,3,20,1,702,700,907,820,"F9",579,"N913FR",125,80,73,47,2,"DEN","SLC",391,7,45,0,,0,2,0,45,0,0
2006,3,28,2,1032,1025,1338,1325,"F9",288,"N925FR",126,120,97,13,7,"DEN","STL",770,7,22,0,,0,0,0,0,0,0
2006,3,1,3,1524,1530,1722,1740,"FL",411,"N956AT",118,130,107,-18,-6,"IND","TPA",838,4,7,0,,0,0,0,0,0,0
2006,3,4,6,1029,1005,1205,1152,"FL",905,"N906AT",96,107,83,13,24,"PHF","ATL",508,7,6,0,,0,0,0,0,0,0
2006,3,5,7,1542,1550,1802,1800,"FL",719,"N950AT",140,130,107,2,-8,"MCO","IAD",758,23,10,0,,0,0,0,0,0,0
2006,3,5,7,1300,1305,1450,1513,"FL",343,"N989AT",110,128,93,-23,-5,"PHL","ATL",665,9,8,0,,0,0,0,0,0,0
2006,3,7,2,803,805,1010,1005,"FL",332,"N982AT",127,120,105,5,-2,"ATL","PHL",665,5,17,0,,0,0,0,0,0,0
2006,3,8,3,755,800,925,939,"FL",204,"N988AT",90,99,77,-14,-5,"ATL","CAK",528,4,9,0,,0,0,0,0,0,0
2006,3,9,4,1111,1116,1307,1308,"FL",74,"N925AT",116,112,83,-1,-5,"FLL","ATL",581,7,26,0,,0,0,0,0,0,0
2006,3,9,4,1608,1556,1749,1729,"FL",832,"N167AT",101,93,76,20,12,"MCO","ATL",403,7,18,0,,0,0,0,20,0,0
